Class,Order,Family,Species,Trade_type,Source
Bird,Ciconiiformes,Ciconiidae,Ephippiorhynchus asiaticus,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Ephippiorhynchus senegalensis,"Pet, Prod",CITES
Bird,Ciconiiformes,Ciconiidae,Jabiru mycteria,"Pet, Prod",CITES
Bird,Ciconiiformes,Ciconiidae,Leptoptilos crumenifer,"Pet, Prod","IUCN, CITES"
Bird,Ciconiiformes,Ciconiidae,Leptoptilos dubius,NA,IUCN
Bird,Ciconiiformes,Ciconiidae,Leptoptilos javanicus,Prod,IUCN
Bird,Ciconiiformes,Ciconiidae,Mycteria cinerea,"Pet, Prod","IUCN, CITES"
Bird,Ciconiiformes,Ciconiidae,Mycteria leucocephala,Prod,IUCN
Bird,Columbiformes,Columbidae,Alectroenas sganzini,Prod,IUCN
Bird,Columbiformes,Columbidae,Alopecoenas erythropterus,Prod,IUCN
Bird,Columbiformes,Columbidae,Alopecoenas hoedtii,Prod,IUCN
Bird,Columbiformes,Columbidae,Alopecoenas kubaryi,Prod,IUCN
Bird,Columbiformes,Columbidae,Alopecoenas sanctaecrucis,"Pet, Prod",IUCN
Bird,Columbiformes,Columbidae,Alopecoenas stairi,NA,IUCN
Bird,Columbiformes,Columbidae,Alopecoenas xanthonurus,Prod,IUCN
Bird,Columbiformes,Columbidae,Caloenas nicobarica,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Chrysoena viridis,Prod,IUCN
Bird,Columbiformes,Columbidae,Claravis geoffroyi,NA,IUCN
Bird,Columbiformes,Columbidae,Columba argentina,"Pet, Prod",IUCN
Bird,Columbiformes,Columbidae,Columba bollii,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba elphinstonii,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba eversmanni,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba guinea,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Columba iriditorques,Pet,CITES
Bird,Columbiformes,Columbidae,Columba janthina,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba junoniae,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba livia,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Columba malherbii,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba pallidiceps,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba palumboides,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba pollenii,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba punicea,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba thomensis,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba trocaz,Prod,IUCN
Bird,Columbiformes,Columbidae,Columba unicincta,Pet,CITES
Bird,Columbiformes,Columbidae,Didunculus strigirostris,Prod,IUCN
Bird,Columbiformes,Columbidae,Drepanoptila holosericea,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula aurorae,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula bakeri,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula brenchleyi,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula carola,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula cineracea,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula finschii,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula galeata,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula goliath,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula mindorensis,Prod,"IUCN, CITES"
Bird,Columbiformes,Columbidae,Ducula oceanica,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula oenothorax,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula pickeringii,"Pet, Prod",IUCN
Bird,Columbiformes,Columbidae,Ducula poliocephala,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula rosacea,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula rubricera,Prod,IUCN
Bird,Columbiformes,Columbidae,Ducula whartoni,Prod,IUCN
Bird,Columbiformes,Columbidae,Gallicolumba crinigera,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Gallicolumba keayi,"Pet, Prod",IUCN
Bird,Columbiformes,Columbidae,Gallicolumba luzonica,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Gallicolumba menagei,Prod,IUCN
Bird,Columbiformes,Columbidae,Gallicolumba platenae,"Pet, Prod",IUCN
Bird,Columbiformes,Columbidae,Geotrygon caniceps,Prod,IUCN
Bird,Columbiformes,Columbidae,Geotrygon leucometopia,Prod,IUCN
Bird,Columbiformes,Columbidae,Geotrygon purpurata,Prod,IUCN
Bird,Columbiformes,Columbidae,Geotrygon versicolor,Pet,IUCN
Bird,Columbiformes,Columbidae,Goura cristata,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Goura scheepmakeri,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Goura sclaterii,Prod,IUCN
Bird,Columbiformes,Columbidae,Goura victoria,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Hemiphaga chathamensis,NA,IUCN
Bird,Columbiformes,Columbidae,Hemiphaga novaeseelandiae,Prod,IUCN
Bird,Columbiformes,Columbidae,Leptotila battyi,Prod,IUCN
Bird,Columbiformes,Columbidae,Leptotila ochraceiventris,Prod,IUCN
Bird,Columbiformes,Columbidae,Macropygia rufipennis,Prod,IUCN
Bird,Columbiformes,Columbidae,Nesoenas mayeri,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Oena capensis,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Patagioenas caribaea,Prod,IUCN
Bird,Columbiformes,Columbidae,Patagioenas inornata,Prod,IUCN
Bird,Columbiformes,Columbidae,Patagioenas leucocephala,Prod,IUCN
Bird,Columbiformes,Columbidae,Patagioenas oenops,Prod,IUCN
Bird,Columbiformes,Columbidae,Patagioenas subvinacea,Prod,IUCN
Bird,Columbiformes,Columbidae,Phapitreron brunneiceps,Prod,IUCN
Bird,Columbiformes,Columbidae,Phapitreron cinereiceps,Prod,IUCN
Bird,Columbiformes,Columbidae,Phapitreron maculipectus,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus arcanus,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus chrysogaster,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus coralensis,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus dohertyi,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus huttoni,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus roseicapilla,Prod,IUCN
Bird,Columbiformes,Columbidae,Ptilinopus tannensis,Prod,IUCN
Bird,Columbiformes,Columbidae,Ramphiculus jambu,"Pet, Prod",IUCN
Bird,Columbiformes,Columbidae,Ramphiculus marchei,Prod,IUCN
Bird,Columbiformes,Columbidae,Ramphiculus merrilli,Prod,IUCN
Bird,Columbiformes,Columbidae,Ramphiculus subgularis,Prod,IUCN
Bird,Columbiformes,Columbidae,Reinwardtoena browni,Prod,IUCN
Bird,Columbiformes,Columbidae,Reinwardtoena crassirostris,Prod,IUCN
Bird,Columbiformes,Columbidae,Spilopelia senegalensis,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Starnoenas cyanocephala,Prod,IUCN
Bird,Columbiformes,Columbidae,Streptopelia decipiens,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Streptopelia roseogrisea,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Streptopelia semitorquata,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Streptopelia turtur,"Pet, Prod","IUCN, CITES"
Bird,Columbiformes,Columbidae,Streptopelia vinacea,Pet,CITES
Bird,Columbiformes,Columbidae,Treron aromaticus,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron calvus,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Treron capellei,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron chloropterus,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron floris,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron formosae,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron fulvicollis,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron griveaudi,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron phayrei,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron psittaceus,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron sanctithomae,Prod,IUCN
Bird,Columbiformes,Columbidae,Treron sieboldii,Pet,CITES
Bird,Columbiformes,Columbidae,Treron waalia,Pet,CITES
Bird,Columbiformes,Columbidae,Turacoena modesta,Prod,IUCN
Bird,Columbiformes,Columbidae,Turtur abyssinicus,Pet,CITES
Bird,Columbiformes,Columbidae,Turtur afer,Pet,CITES
Bird,Columbiformes,Columbidae,Turtur brehmeri,Pet,CITES
Bird,Columbiformes,Columbidae,Turtur tympanistria,"Pet, Prod",CITES
Bird,Columbiformes,Columbidae,Zenaida galapagoensis,Prod,IUCN
Bird,Coraciiformes,Alcedinidae,Todiramphus lazuli,NA,IUCN
Bird,Coraciiformes,Brachypteraciidae,Atelornis crossleyi,Prod,IUCN
Bird,Coraciiformes,Brachypteraciidae,Atelornis pittoides,Prod,IUCN
Bird,Coraciiformes,Brachypteraciidae,Brachypteracias leptosomus,Prod,IUCN
Bird,Coraciiformes,Brachypteraciidae,Geobiastes squamiger,Prod,IUCN
Bird,Coraciiformes,Brachypteraciidae,Uratelornis chimaera,NA,IUCN
Bird,Coraciiformes,Coraciidae,Coracias garrulus,Prod,IUCN
Bird,Coraciiformes,Meropidae,Merops apiaster,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Carpococcyx radiceus,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Carpococcyx renauldi,"Pet, Prod",IUCN
Bird,Cuculiformes,Cuculidae,Centropus nigrorufus,NA,IUCN
Bird,Cuculiformes,Cuculidae,Clamator glandarius,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Coccyzus rufigularis,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Coua verreauxi,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Neomorphus geoffroyi,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Neomorphus radiolosus,Prod,IUCN
Bird,Cuculiformes,Cuculidae,Phaenicophaeus pyrrhocephalus,Prod,IUCN
Bird,Eurypygiformes,Rhynochetidae,Rhynochetos jubatus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Caracara cheriway,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Caracara plancus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Daptrius ater,NA,CITES
Bird,Falconiformes,Falconidae,Falco alopex,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco amurensis,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco araeus,NA,CITES
Bird,Falconiformes,Falconidae,Falco ardosiaceus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco berigora,NA,CITES
Bird,Falconiformes,Falconidae,Falco biarmicus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco cenchroides,Prod,CITES
Bird,Falconiformes,Falconidae,Falco cherrug,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco chicquera,Pet,"IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco columbarius,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco concolor,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco cuvierii,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco deiroleucus,Pet,CITES
Bird,Falconiformes,Falconidae,Falco dickinsoni,Pet,CITES
Bird,Falconiformes,Falconidae,Falco eleonorae,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco fasciinucha,Pet,CITES
Bird,Falconiformes,Falconidae,Falco femoralis,Pet,CITES
Bird,Falconiformes,Falconidae,Falco hypoleucos,Pet,"IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco jugger,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco longipennis,Prod,CITES
Bird,Falconiformes,Falconidae,Falco mexicanus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco moluccensis,NA,CITES
Bird,Falconiformes,Falconidae,Falco naumanni,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco newtoni,Prod,CITES
Bird,Falconiformes,Falconidae,Falco novaeseelandiae,Pet,CITES
Bird,Falconiformes,Falconidae,Falco peregrinus,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco punctatus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco rufigularis,Pet,CITES
Bird,Falconiformes,Falconidae,Falco rupicoloides,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco rusticolus,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco severus,NA,CITES
Bird,Falconiformes,Falconidae,Falco sparverius,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Falco subbuteo,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco subniger,NA,CITES
Bird,Falconiformes,Falconidae,Falco tinnunculus,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco vespertinus,"Pet, Prod","IUCN, CITES"
Bird,Falconiformes,Falconidae,Falco zoniventris,NA,CITES
Bird,Falconiformes,Falconidae,Herpetotheres cachinnans,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Ibycter americanus,NA,CITES
Bird,Falconiformes,Falconidae,Micrastur buckleyi,NA,CITES
Bird,Falconiformes,Falconidae,Micrastur gilvicollis,Prod,CITES
Bird,Falconiformes,Falconidae,Micrastur mintoni,NA,CITES
Bird,Falconiformes,Falconidae,Micrastur mirandollei,NA,CITES
Bird,Falconiformes,Falconidae,Micrastur plumbeus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Micrastur ruficollis,Prod,CITES
Bird,Falconiformes,Falconidae,Micrastur semitorquatus,NA,CITES
Bird,Falconiformes,Falconidae,Microhierax caerulescens,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Microhierax erythrogenys,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Microhierax fringillarius,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Microhierax latifrons,Pet,"IUCN, CITES"
Bird,Falconiformes,Falconidae,Microhierax melanoleucos,Prod,CITES
Bird,Falconiformes,Falconidae,Milvago chimachima,Pet,CITES
Bird,Falconiformes,Falconidae,Phalcoboenus albogularis,Pet,CITES
Bird,Falconiformes,Falconidae,Phalcoboenus australis,Pet,CITES
Bird,Falconiformes,Falconidae,Phalcoboenus carunculatus,Prod,CITES
Bird,Falconiformes,Falconidae,Phalcoboenus chimango,NA,CITES
Bird,Falconiformes,Falconidae,Phalcoboenus megalopterus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Polihierax insignis,Prod,"IUCN, CITES"
Bird,Falconiformes,Falconidae,Polihierax semitorquatus,"Pet, Prod",CITES
Bird,Falconiformes,Falconidae,Spiziapteryx circumcincta,NA,CITES
Bird,Galliformes,Cracidae,Aburria aburri,Prod,IUCN
Bird,Galliformes,Cracidae,Chamaepetes unicolor,Prod,IUCN
Bird,Galliformes,Cracidae,Crax alberti,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Crax alector,"Pet, Prod",CITES
Bird,Galliformes,Cracidae,Crax blumenbachii,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Crax daubentoni,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Crax fasciolata,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Crax globulosa,Prod,"IUCN, CITES"
Bird,Galliformes,Cracidae,Crax pinima,Prod,IUCN
Bird,Galliformes,Cracidae,Crax rubra,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Mitu salvini,Prod,IUCN
Bird,Galliformes,Cracidae,Mitu tomentosum,Prod,IUCN
Bird,Galliformes,Cracidae,Oreophasis derbianus,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Ortalis canicollis,NA,IUCN
Bird,Galliformes,Cracidae,Ortalis erythroptera,Prod,IUCN
Bird,Galliformes,Cracidae,Ortalis superciliaris,NA,IUCN
Bird,Galliformes,Cracidae,Ortalis vetula,Prod,CITES
Bird,Galliformes,Cracidae,Ortalis wagleri,Prod,IUCN
Bird,Galliformes,Cracidae,Pauxi koepckeae,Prod,IUCN
Bird,Galliformes,Cracidae,Pauxi pauxi,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Pauxi unicornis,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope albipennis,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Penelope argyrotis,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope barbata,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope dabbenei,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope jacucaca,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope ochrogaster,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope ortoni,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope perspicax,Prod,IUCN
Bird,Galliformes,Cracidae,Penelope pileata,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Penelope purpurascens,"Pet, Prod",CITES
Bird,Galliformes,Cracidae,Penelopina nigra,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Pipile cujubi,Prod,IUCN
Bird,Galliformes,Cracidae,Pipile grayi,Prod,IUCN
Bird,Galliformes,Cracidae,Pipile jacutinga,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Cracidae,Pipile pipile,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Megapodiidae,Aepypodius bruijnii,Prod,IUCN
Bird,Galliformes,Megapodiidae,Eulipoa wallacei,NA,IUCN
Bird,Galliformes,Megapodiidae,Macrocephalon maleo,Prod,"IUCN, CITES"
Bird,Galliformes,Megapodiidae,Megapodius bernsteinii,Prod,IUCN
Bird,Galliformes,Megapodiidae,Megapodius geelvinkianus,Prod,IUCN
Bird,Galliformes,Megapodiidae,Megapodius laperouse,Prod,IUCN
Bird,Galliformes,Megapodiidae,Megapodius layardi,Prod,IUCN
Bird,Galliformes,Megapodiidae,Megapodius nicobariensis,Prod,IUCN
Bird,Galliformes,Megapodiidae,Megapodius pritchardii,Prod,IUCN
Bird,Galliformes,Megapodiidae,Megapodius tenimberensis,Prod,IUCN
Bird,Galliformes,Numididae,Agelastes meleagrides,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Odontophoridae,Colinus virginianus,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Odontophoridae,Cyrtonyx montezumae,"Pet, Prod",CITES
Bird,Galliformes,Odontophoridae,Cyrtonyx ocellatus,"Pet, Prod",IUCN
Bird,Galliformes,Odontophoridae,Cyrtonyx sallei,Prod,IUCN
Bird,Galliformes,Odontophoridae,Dendrortyx barbatus,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus atrifrons,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus columbianus,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus dialeucos,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus gujanensis,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus hyperythrus,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus melanonotus,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus speciosus,Prod,IUCN
Bird,Galliformes,Odontophoridae,Odontophorus strophium,Prod,IUCN
Bird,Galliformes,Phasianidae,Afropavo congensis,Prod,IUCN
Bird,Galliformes,Phasianidae,Alectoris barbara,Prod,IUCN
Bird,Galliformes,Phasianidae,Alectoris chukar,Prod,IUCN
Bird,Galliformes,Phasianidae,Alectoris graeca,Prod,IUCN
Bird,Galliformes,Phasianidae,Alectoris philbyi,NA,IUCN
Bird,Galliformes,Phasianidae,Alectoris rufa,Prod,IUCN
Bird,Galliformes,Phasianidae,Ammoperdix griseogularis,Prod,IUCN
Bird,Galliformes,Phasianidae,Anurophasis monorthonyx,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila ardens,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila atrogularis,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila cambodiana,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila charltonii,Pet,IUCN
Bird,Galliformes,Phasianidae,Arborophila davidi,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila gingica,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila javanica,NA,IUCN
Bird,Galliformes,Phasianidae,Arborophila mandellii,Prod,IUCN
Bird,Galliformes,Phasianidae,Arborophila orientalis,NA,IUCN
Bird,Galliformes,Phasianidae,Argusianus argus,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Bonasa bonasia,Prod,IUCN
Bird,Galliformes,Phasianidae,Bonasa sewerzowi,Prod,IUCN
Bird,Galliformes,Phasianidae,Caloperdix oculeus,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Catreus wallichii,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Centrocercus minimus,Prod,IUCN
Bird,Galliformes,Phasianidae,Centrocercus urophasianus,NA,IUCN
Bird,Galliformes,Phasianidae,Chrysolophus amherstiae,Pet,CITES
Bird,Galliformes,Phasianidae,Chrysolophus pictus,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Coturnix coturnix,Prod,IUCN
Bird,Galliformes,Phasianidae,Coturnix japonica,Prod,IUCN
Bird,Galliformes,Phasianidae,Crossoptilon crossoptilon,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Crossoptilon harmani,Prod,IUCN
Bird,Galliformes,Phasianidae,Crossoptilon mantchuricum,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Falcipennis falcipennis,Prod,IUCN
Bird,Galliformes,Phasianidae,Francolinus francolinus,Prod,IUCN
Bird,Galliformes,Phasianidae,Francolinus gularis,Prod,IUCN
Bird,Galliformes,Phasianidae,Gallus sonneratii,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Ithaginis cruentus,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Lagopus lagopus,Prod,IUCN
Bird,Galliformes,Phasianidae,Lagopus muta,Prod,IUCN
Bird,Galliformes,Phasianidae,Lophophorus impejanus,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Lophophorus lhuysii,Prod,"IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophophorus sclateri,Prod,"IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophura bulweri,Prod,IUCN
Bird,Galliformes,Phasianidae,Lophura diardi,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophura edwardsi,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophura erythrophthalma,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophura ignita,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophura inornata,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Lophura leucomelanos,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Lophura pyronota,Prod,IUCN
Bird,Galliformes,Phasianidae,Lophura rufa,"Pet, Prod",IUCN
Bird,Galliformes,Phasianidae,Lophura swinhoii,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Lyrurus mlokosiewiczi,Prod,IUCN
Bird,Galliformes,Phasianidae,Lyrurus tetrix,Prod,IUCN
Bird,Galliformes,Phasianidae,Melanoperdix niger,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Meleagris ocellata,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Ophrysia superciliosa,Prod,IUCN
Bird,Galliformes,Phasianidae,Pavo cristatus,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Pavo muticus,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Perdicula manipurensis,Prod,IUCN
Bird,Galliformes,Phasianidae,Phasianus colchicus,Prod,IUCN
Bird,Galliformes,Phasianidae,Polyplectron bicalcaratum,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Polyplectron germaini,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Polyplectron inopinatum,"Pet, Prod",CITES
Bird,Galliformes,Phasianidae,Polyplectron katsumatae,Prod,IUCN
Bird,Galliformes,Phasianidae,Polyplectron malacense,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Polyplectron napoleonis,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Polyplectron schleiermacheri,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Pternistis atrifrons,Prod,IUCN
Bird,Galliformes,Phasianidae,Pternistis camerunensis,Prod,IUCN
Bird,Galliformes,Phasianidae,Pternistis griseostriatus,Prod,IUCN
Bird,Galliformes,Phasianidae,Pternistis harwoodi,Prod,IUCN
Bird,Galliformes,Phasianidae,Pternistis ochropectus,Prod,IUCN
Bird,Galliformes,Phasianidae,Pternistis swierstrai,Prod,IUCN
Bird,Galliformes,Phasianidae,Ptilopachus nahani,Prod,IUCN
Bird,Galliformes,Phasianidae,Rheinardia ocellata,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Rhizothera dulitensis,"Pet, Prod",IUCN
Bird,Galliformes,Phasianidae,Rhizothera longirostris,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Rollulus rouloul,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Scleroptila elgonensis,Prod,IUCN
Bird,Galliformes,Phasianidae,Syrmaticus ellioti,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Syrmaticus humiae,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Syrmaticus mikado,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Syrmaticus reevesii,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Syrmaticus soemmerringii,Prod,IUCN
Bird,Galliformes,Phasianidae,Tetraogallus caspius,Prod,CITES
Bird,Galliformes,Phasianidae,Tetraogallus caucasicus,Prod,IUCN
Bird,Galliformes,Phasianidae,Tetraogallus tibetanus,NA,CITES
Bird,Galliformes,Phasianidae,Tragopan blythii,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Tragopan caboti,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Tragopan melanocephalus,Prod,"IUCN, CITES"
Bird,Galliformes,Phasianidae,Tragopan satyra,"Pet, Prod","IUCN, CITES"
Bird,Galliformes,Phasianidae,Tragopan temminckii,Pet,CITES
Bird,Galliformes,Phasianidae,Tympanuchus cupido,Prod,"IUCN, CITES"
Bird,Galliformes,Phasianidae,Tympanuchus pallidicinctus,Prod,IUCN
Bird,Galliformes,Phasianidae,Xenoperdix udzungwensis,Prod,IUCN
Bird,Gaviiformes,Gaviidae,Gavia adamsii,NA,IUCN
Bird,Gruiformes,Gruidae,Anthropoides paradiseus,"Pet, Prod","IUCN, CITES"
Bird,Gruiformes,Gruidae,Anthropoides virgo,"Pet, Prod","IUCN, CITES"
